Statistical profiling result from infoConsoleProf.log, (14175 ticks, 26 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      1   50.0%          LazyCompile: ~Module._resolveFilename node:internal/modules/cjs/loader:848:35
      1  100.0%            LazyCompile: ~Module._load node:internal/modules/cjs/loader:757:24
      1   50.0%          LazyCompile: *Module._resolveFilename node:internal/modules/cjs/loader:848:35
      1  100.0%            LazyCompile: *Module._load node:internal/modules/cjs/loader:757:24
      1   33.3%        LazyCompile: ~toRealPath node:internal/modules/cjs/loader:393:20
      1  100.0%          LazyCompile: ~tryFile node:internal/modules/cjs/loader:384:17
      1  100.0%            LazyCompile: ~tryExtensions node:internal/modules/cjs/loader:400:23
      2    1.4%      LazyCompile: ~tryDecode /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/express-session/node_modules/cookie/index.js:196:19
      2  100.0%        LazyCompile: ~parse /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/express-session/node_modules/cookie/index.js:49:15
      2  100.0%          LazyCompile: ~getcookie /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/express-session/index.js:529:19
      2  100.0%            LazyCompile: ~session /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/express-session/index.js:179:26
      2    1.4%      LazyCompile: ~parse /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/content-type/index.js:106:16
      2  100.0%        LazyCompile: ~setCharset /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/express/lib/utils.js:250:41
      2  100.0%          LazyCompile: ~send /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/express/lib/response.js:107:25
      1   50.0%            LazyCompile: ~done /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/express/lib/response.js:1006:27
      1   50.0%            LazyCompile: *renderView /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/express-handlebars/lib/express-handlebars.js:183:19
      2    1.4%      LazyCompile: ~SourceNode_prepend /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/source-map/lib/source-node.js:197:59
      2  100.0%        LazyCompile: ~objectLiteral /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/handlebars/dist/cjs/handlebars/compiler/code-gen.js:123:40
      2  100.0%          LazyCompile: ~objectLiteral /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:1002:40
      2  100.0%            LazyCompile: ~setupHelperArgs /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:1104:44
      2    1.4%      LazyCompile: ~<anonymous> /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/handlebars/dist/cjs/handlebars/compiler/code-gen.js:85:24
      2  100.0%        LazyCompile: *each /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/handlebars/dist/cjs/handlebars/compiler/code-gen.js:91:22
      2  100.0%          LazyCompile: ~merge /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/handlebars/dist/cjs/handlebars/compiler/code-gen.js:83:24
      2  100.0%            LazyCompile: ~mergeSource /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:267:36
      2    1.4%      LazyCompile: *resolve node:path:1091:10
      1   50.0%        LazyCompile: ~readPackage node:internal/modules/cjs/loader:290:21
      1  100.0%          LazyCompile: ~readPackageScope node:internal/modules/cjs/loader:321:26
      1  100.0%            LazyCompile: ~trySelf node:internal/modules/cjs/loader:441:17
      1   50.0%        LazyCompile: *getTemplate /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/express-handlebars/lib/express-handlebars.js:108:20
      1  100.0%          LazyCompile: ~<anonymous> /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/express-handlebars/lib/express-handlebars.js:139:53
      1  100.0%            /home/develop/.nvm/versions/node/v16.6.0/bin/node
      2    1.4%      LazyCompile: *readFileAfterStat node:fs:323:27
      2    1.4%      LazyCompile: *opcode /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:347:26
      1   50.0%        LazyCompile: ~PathExpression /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:289:42
      1  100.0%          LazyCompile: ~accept /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:101:26
      1  100.0%            LazyCompile: ~ambiguousSexpr /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:248:42
      1   50.0%        LazyCompile: ~ContentStatement /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:228:46
      1  100.0%          LazyCompile: *accept /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:101:26
      1  100.0%            LazyCompile: ~Program /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:113:28
      2    1.4%      LazyCompile: *appendEscaped /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:416:40
      2  100.0%        LazyCompile: *compile /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:73:28
      2  100.0%          LazyCompile: *render /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/express-handlebars/lib/express-handlebars.js:150:15
      2  100.0%            /home/develop/.nvm/versions/node/v16.6.0/bin/node
      2    1.4%      LazyCompile: *Module._load node:internal/modules/cjs/loader:757:24
      1   50.0%        LazyCompile: ~Module.require node:internal/modules/cjs/loader:997:36
      1  100.0%          LazyCompile: ~require node:internal/modules/cjs/helpers:93:31
      1  100.0%            Function: ~<anonymous> /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/faker/lib/locales/he/lorem/index.js:1:1
      1   50.0%        LazyCompile: *Module.require node:internal/modules/cjs/loader:997:36
      1  100.0%          LazyCompile: ~require node:internal/modules/cjs/helpers:93:31
      1  100.0%            Function: ~<anonymous> /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/faker/lib/locales/pt_BR/name/index.js:1:1
      2    1.4%      LazyCompile: *Glob._process /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/glob/glob.js:296:36
      2  100.0%        LazyCompile: *Glob._processGlobStar2 /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/glob/glob.js:629:45
      2  100.0%          LazyCompile: ~<anonymous> /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/glob/glob.js:623:43
      2  100.0%            LazyCompile: *RES /home/develop/Documents/coderhouse/backend/proyect/clase13-tarea/node_modules/inflight/inflight.js:18:28
     11    5.1%    LazyCompile: *compileFunction node:vm:308:25
     11  100.0%      LazyCompile: *Module._compile node:internal/modules/cjs/loader:1055:37
     11  100.0%        LazyCompile: ~Module._extensions..js node:internal/modules/cjs/loader:1110:37
     11  100.0%          LazyCompile: *Module._load node:internal/modules/cjs/loader:757:24
     11  100.0%            LazyCompile: *Module.require node:internal/modules/cjs/loader:997:36

